No,Message,Emotion,Feeling,,
1135," #35:  Lauren Caffarelli ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1136," #36:  Echo Cheng ed ""I think Yuzu is very lucky to have such intimate parents, especially for his mom. They can take a long time to discuss any subject until he quells doubts. Happy Mother's Day, Mama Hanyu. 💐https://t.co/YkWhWmkpAL""",lucky,happy,"I think Yuzu is very lucky to have such intimate parents, especially for his mom. They can take a long time to discuss any subject until he quells doubts. Happy Mother's Day, Mama Hanyu. 💐https://t.co/YkWhWmkpAL",lucky
1137," #37:  Sam Haddad ed "" SD_Ceified  MLBONFOX  Padres  tatis_jr No theyre just lucky that andy green is a moron""",lucky,happy, SD_Ceified  MLBONFOX  Padres  tatis_jr No theyre just lucky that andy green is a moron,lucky
1138," #38:  𝒾𝓀𝒽𝑜 is mad bc endgame ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1139," #39:  ً ed ""So luckyㅠㅠ https://t.co/QGoC891Jla""",lucky,happy,So luckyㅠㅠ https://t.co/QGoC891Jla,lucky
1140," #40:  U.E. Hackler ed ""  callumw56: I was lucky enough to see the former Emperor and Empress drive right past my house on the way to the tennis club yesterday.…""",lucky,happy,  callumw56: I was lucky enough to see the former Emperor and Empress drive right past my house on the way to the tennis club yesterday.…,lucky
1141," #41:  jack ed ""  SOLELINKS: As a simple thank you from our team  SOLELINKS - we're giving this Size 9 Travis Scott x AJ1 for FREE to one lucky winner🙌🏻…""",lucky,happy,  SOLELINKS: As a simple thank you from our team  SOLELINKS - we're giving this Size 9 Travis Scott x AJ1 for FREE to one lucky winner🙌🏻…,lucky
1142," #42:  xixi ed ""  kristin_wky99: I met GFriend SinB and Sowon at Gangnam-gu today. They are so beautiful. I’m so lucky, right? 😂 I was very confused so t…""",lucky,happy,"  kristin_wky99: I met GFriend SinB and Sowon at Gangnam-gu today. They are so beautiful. I’m so lucky, right? 😂 I was very confused so t…",lucky
1143," #43:  arely ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1144," #44:  Jaysell ed "" SwaggerSouls Yal lucky""",lucky,happy, SwaggerSouls Yal lucky,lucky
1145," #45:  𝓟𝓪𝓽 ४ SAW END GAME ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1146," #46:  Amel ed ""  kristin_wky99: I met GFriend SinB and Sowon at Gangnam-gu today. They are so beautiful. I’m so lucky, right? 😂 I was very confused so t…""",lucky,happy,"  kristin_wky99: I met GFriend SinB and Sowon at Gangnam-gu today. They are so beautiful. I’m so lucky, right? 😂 I was very confused so t…",lucky
1147," #47:  Muhd Khairi ed ""  ohteenquotes: A real friend is someone who listens, doesn’t judge, and somehow makes everything alright. You’re lucky if you found one.""",lucky,happy,"  ohteenquotes: A real friend is someone who listens, doesn’t judge, and somehow makes everything alright. You’re lucky if you found one.",lucky
1148," #48:  jada 💐 ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1149," #49:  CRIME ed "" felipezaid  Rated_Hugo  _xmilianx If we’re lucky.""",lucky,happy, felipezaid  Rated_Hugo  _xmilianx If we’re lucky.,lucky
1150," #50:  Bubbles💐 ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1151," #51:  明 日 華 ed ""  JUMP_0924arioka: #ありのんむーびー平成が終わってしまう今こそ見てほしい！2分20秒でわかるHey!Say!JUMP👏👏BGMは令和1発目に発売されるJUMPの新曲、Lucky-Unluckyです！#平成最後#平成ありがとう #HeySayJU…""",lucky,happy,  JUMP_0924arioka: #ありのんむーびー平成が終わってしまう今こそ見てほしい！2分20秒でわかるHey!Say!JUMP👏👏BGMは令和1発目に発売されるJUMPの新曲、Lucky-Unluckyです！#平成最後#平成ありがとう #HeySayJU…,lucky
1152," #52:  MJ ed ""I can only hope that one day I will be lucky enough to be in the same room as  ava""",lucky,happy,I can only hope that one day I will be lucky enough to be in the same room as  ava,lucky
1153," #53:  Mohlanka wa Morena ed ""  ZamoeXbiss: lucky you man https://t.co/FjF7T1rSuv""",lucky,happy,  ZamoeXbiss: lucky you man https://t.co/FjF7T1rSuv,lucky
1154," #54:  Ekhsan Bukharee ed ""  PlayersSayings: Iker Casillas:""A few days ago I went through a difficult situation, something that can happen at any moment of life,…""",lucky,happy,  PlayersSayings: Iker Casillas:,lucky
1155," #55:  fabo ed "" bitchimjaded you escaped it. ur one of the lucky ones""",lucky,happy, bitchimjaded you escaped it. ur one of the lucky ones,lucky
1156," #56:  Bella Poulo-Estay ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1157," #57:  Gary John Howell ed "" chriswrightzz We have seen some of the worst performances this season for over 20 years ,no I'm still Sarri out ! This man does not inspire anybody and has just got lucky 🍀 Another season of this Sarri ball will drive me insane,Look forward to A youthful approach with our loan players back !""",lucky,happy," chriswrightzz We have seen some of the worst performances this season for over 20 years ,no I'm still Sarri out ! This man does not inspire anybody and has just got lucky 🍀 Another season of this Sarri ball will drive me insane,Look forward to A youthful approach with our loan players back !",lucky
1158," #58:  Taya🖤 ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1159," #59:  BushMasterFlex ed "" DrunkAcorn8  DXFromYT Maybe he's pissed off that Act Man got lucky and made it big (relatively) and he didn't. I find the Act Man has excellent content . I've been watching him since his Halo only days.  I'm also assuming DXFromYT has YouTube content because of his name""",lucky,happy, DrunkAcorn8  DXFromYT Maybe he's pissed off that Act Man got lucky and made it big (relatively) and he didn't. I find the Act Man has excellent content . I've been watching him since his Halo only days.  I'm also assuming DXFromYT has YouTube content because of his name,lucky
1160," #60:  𝚕𝚊𝚞𝚛𝚎𝚗 ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1161," #61:  sav🌻 ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1162," #62:  Kyra Branch🌿 ed ""Three things:1. My boyfriend is wonderful, thoughtful, and the best boyfriend i could ask for. I feel so lucky (just celebrated our one year on the 5th)2.  Seattle is beautiful, cool, and almost a different world compared to my home town3. Fleas suck""",lucky,happy,"Three things:1. My boyfriend is wonderful, thoughtful, and the best boyfriend i could ask for. I feel so lucky (just celebrated our one year on the 5th)2.  Seattle is beautiful, cool, and almost a different world compared to my home town3. Fleas suck",lucky
1163," #63:  James ed "" JamieGBarry  PaulGarvey4 Very lucky  oxfordoutdoors have three centres so we use them""",lucky,happy, JamieGBarry  PaulGarvey4 Very lucky  oxfordoutdoors have three centres so we use them,lucky
1164," #64:  Mask☆Demasque #PeteForAmerica ed ""  Musicians4Pete: Trust me, I am not stalking  Chas10Buttigieg. No joke I ran into him and Buddy again, this time at the groomer’s! What…""",lucky,happy,"  Musicians4Pete: Trust me, I am not stalking  Chas10Buttigieg. No joke I ran into him and Buddy again, this time at the groomer’s! What…",lucky
1165," #65:  太郎 ed ""C06D9213 :参戦ID参加者募集！Lv100 コロッサス・マグナhttps://t.co/Qr30Puwwal""",lucky,happy,C06D9213 :参戦ID参加者募集！Lv100 コロッサス・マグナhttps://t.co/Qr30Puwwal,lucky
1166," #66:  JC ed ""  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy,  nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa,lucky
1167," #67:  !!!READBIO!!! ed ""  exowuvsme: Someone saw Xiumin.omg she's/he's so lucky.aaaah I will miss Xiumin :< : ctto#XIUMIN_always_you #나비소년_시우민_꾹기단 #EXO #엑소…""",lucky,happy,  exowuvsme: Someone saw Xiumin.omg she's/he's so lucky.aaaah I will miss Xiumin :< : ctto#XIUMIN_always_you #나비소년_시우민_꾹기단 #EXO #엑소…,lucky
1168," #68:  Ligwina Hananto ed "" dangdenis Heheheh jangan dilawan 😜 cuss di Grand Lucky jg ada. Gak mahal da yg ini""",lucky,happy, dangdenis Heheheh jangan dilawan 😜 cuss di Grand Lucky jg ada. Gak mahal da yg ini,lucky
1169," #69:  Dillars7 ed ""  SIRIUSXM: 💜#BTSArmy💜 Get the chance to win a trip to see  BTS_twt LIVE in conce from our suite on 5/18! One lucky U.S. winner, select…""",lucky,happy,"  SIRIUSXM: 💜#BTSArmy💜 Get the chance to win a trip to see  BTS_twt LIVE in conce from our suite on 5/18! One lucky U.S. winner, select…",lucky
1170," #70:  taylor ed ""  DominikaP1230: How do girls go out and get 100 nice pictures, like standing up sitting down off guard, every fucking picture is nice li…""",lucky,happy,"  DominikaP1230: How do girls go out and get 100 nice pictures, like standing up sitting down off guard, every fucking picture is nice li…",lucky
1171," #1:  ☀Αθηνα ed ""  DalaiLama: We need patience to protect our peace of mind, our compassionate mind. Patience is pa of our defense, as is forgiveness. E…""",helpful,happy,"  DalaiLama: We need patience to protect our peace of mind, our compassionate mind. Patience is pa of our defense, as is forgiveness. E…",helpful
1172," #2:  Juliëtte ed ""  SeiWot: a helpful guide https://t.co/o5UD5vZDTK""",helpful,happy,  SeiWot: a helpful guide https://t.co/o5UD5vZDTK,helpful
1173," #3:  Kim Smith ed ""  DalaiLama: We need patience to protect our peace of mind, our compassionate mind. Patience is pa of our defense, as is forgiveness. E…""",helpful,happy,"  DalaiLama: We need patience to protect our peace of mind, our compassionate mind. Patience is pa of our defense, as is forgiveness. E…",helpful
1174," #4:  Katharine Richards ed "" AfulEmma  Supehunk Me, seeing my twitter feed this morning. Also, when talking person to person I find Amy’s expression ‘hang on, buffering...’ is helpful if this happens.""",helpful,happy," AfulEmma  Supehunk Me, seeing my twitter feed this morning. Also, when talking person to person I find Amy’s expression ‘hang on, buffering...’ is helpful if this happens.",helpful
1175," #5:  Tamsin C Russell ed ""  refugeingrief: To truly be helpful to someone in pain, let them have their pain. Let them share the reality of how much this hus with…""",helpful,happy,"  refugeingrief: To truly be helpful to someone in pain, let them have their pain. Let them share the reality of how much this hus with…",helpful
1176," #6:  Steven Lira ed ""  DalaiLama: We need patience to protect our peace of mind, our compassionate mind. Patience is pa of our defense, as is forgiveness. E…""",helpful,happy,"  DalaiLama: We need patience to protect our peace of mind, our compassionate mind. Patience is pa of our defense, as is forgiveness. E…",helpful
1177," #7:  Debbie Bullock ed ""  dharford79: If you’ve dialled 999 requesting an #Ambulance - the picture below offers some helpful & could be life saving tips. In a…""",helpful,happy,  dharford79: If you’ve dialled 999 requesting an #Ambulance - the picture below offers some helpful & could be life saving tips. In a…,helpful
